"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"1241",2701,60,"RL",NA,9019,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",274,"Unf",0,362,636,"GasA","Ex","Y","SBrkr",636,684,0,1320,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1994,"Fin",2,472,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1255",2715,160,"FV",NA,2998,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",353,"Unf",0,403,756,"GasA","Ex","Y","SBrkr",768,756,0,1524,0,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1256",2716,160,"FV",NA,4447,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,530,530,"GasA","Ex","Y","SBrkr",530,550,0,1080,0,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Attchd",2003,"RFn",2,496,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1257",2717,60,"FV",114,8314,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,569,569,"GasA","Ex","Y","SBrkr",854,840,0,1694,0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","BuiltIn",1997,"Unf",1,434,"TA","TA","Y",0,382,0,0,110,0,NA,"GdPrv",NA,0,11,2006,"WD","Normal"
"1262",2722,60,"RL",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",300,"TA","TA","CBlock","Gd","Fa","Mn","ALQ",361,"Rec",483,56,900,"GasA","Ex","Y","SBrkr",884,886,0,1770,1,0,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd",1968,"RFn",2,530,"TA","TA","Y",0,60,0,0,270,0,NA,NA,"Shed",455,6,2006,"WD","Normal"
"1269",2729,60,"RL",85,9350,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",360,"Unf",0,360,720,"GasA","Gd","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",1,"Po","Attchd",1964,"Fin",2,480,"TA","TA","Y",0,32,240,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1299",2759,70,"RL",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Ex","CBlock","TA","TA","No","Rec",338,"Unf",0,325,663,"GasA","Ex","Y","SBrkr",774,821,0,1595,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1974,"Unf",2,528,"TA","TA","Y",49,0,231,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
"1313",2773,70,"RM",62,9856,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1900,2005,"Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","PConc","Fa","TA","No","Unf",0,"Unf",0,716,716,"GasA","Ex","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"TA",8,"Typ",0,NA,"Detchd",1900,"Unf",2,624,"TA","TA","Y",0,72,167,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1318",2778,70,"RM",66,3960,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,502,502,"GasA","TA","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Gd",5,"Typ",1,"Po","Detchd",1930,"Unf",1,200,"Fa","TA","N",280,0,68,0,0,0,NA,"MnPrv",NA,0,7,2006,"WD","Normal"
"1323",2783,70,"RM",42,7614,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","2Story",3,5,1905,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,738,738,"GasA","Gd","Y","FuseA",714,662,0,1376,0,0,1,0,2,1,"TA",7,"Typ",0,NA,"Detchd",1930,"Unf",1,216,"TA","TA","N",0,0,104,0,225,0,NA,NA,NA,0,3,2006,"WD","Normal"
"1325",2785,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",145,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,750,0,1566,0,0,1,1,5,1,"Gd",7,"Typ",0,NA,"Detchd",1976,"Unf",2,450,"TA","TA","Y",24,0,296,0,0,0,NA,"MnPrv",NA,0,8,2006,"WD","Normal"
"1330",2790,90,"RM",33,5976,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","N","FuseA",624,624,0,1248,0,0,2,0,2,2,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,130,256,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
"1339",2799,70,"RM",60,7518,"Pave",NA,"Reg","Lvl","AllPub","FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,8,1910,2004,"Gable","CompShg","AsbShng","Plywood","None",0,"Fa","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,396,396,"GasA","Gd","Y","SBrkr",665,665,0,1330,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",2001,"Unf",1,390,"TA","TA","N",0,72,45,0,0,0,NA,"MnPrv",NA,0,7,2006,"WD","Normal"
"1363",2823,75,"RL",60,19800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2.5Unf",6,8,1935,1990,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",425,"Unf",0,1411,1836,"GasA","Gd","Y","SBrkr",1836,1836,0,3672,0,0,3,1,5,1,"Gd",7,"Typ",2,"Gd","Detchd",1993,"Unf",2,836,"TA","TA","Y",684,80,32,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
"1368",2828,60,"RL",88,12128,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,4,1989,1989,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"Gd","TA","CBlock","Gd","TA","No","ALQ",549,"Unf",0,319,868,"GasA","Ex","Y","SBrkr",1313,1246,0,2559,0,0,2,1,4,1,"Ex",9,"Typ",1,"TA","Attchd",1989,"RFn",2,506,"TA","TA","Y",0,245,0,0,168,0,NA,"MnPrv",NA,0,11,2006,"WD","Abnorml"
"1374",2834,60,"RL",91,10984,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,945,945,"GasA","Ex","Y","SBrkr",945,864,0,1809,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2005,"RFn",2,638,"TA","TA","Y",144,54,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial"
"1376",2836,60,"RL",78,9316,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",532,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","SBrkr",784,812,0,1596,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,610,"TA","TA","Y",144,45,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1381",2841,60,"RL",68,9272,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",500,"Unf",0,342,842,"GasA","Ex","Y","SBrkr",856,893,0,1749,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1999,"RFn",2,515,"TA","TA","Y",140,85,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1383",2843,60,"RL",50,8340,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,6,1977,1977,"Gable","CompShg","HdBoard","Plywood","BrkFace",62,"TA","TA","CBlock","Gd","TA","Av","GLQ",509,"Unf",0,166,675,"GasA","TA","Y","SBrkr",686,702,0,1388,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1977,"Unf",1,317,"TA","TA","Y",406,36,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
"1386",2846,60,"RL",NA,9930,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",199,"Gd","TA","PConc","Gd","TA","No","GLQ",456,"Unf",0,370,826,"GasA","Ex","Y","SBrkr",878,884,0,1762,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2002,"Fin",2,591,"TA","TA","Y",320,54,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1387",2847,60,"RL",45,9468,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",148,"TA","TA","PConc","Gd","TA","Mn","GLQ",639,"Unf",0,201,840,"GasA","Ex","Y","SBrkr",840,915,0,1755,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1999,"RFn",2,530,"TA","TA","Y",176,73,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal"
"1390",2850,60,"RL",67,10566,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",261,"Gd","TA","PConc","Gd","TA","Av","GLQ",920,"Unf",0,170,1090,"GasA","Ex","Y","SBrkr",1090,1124,0,2214,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1999,"Fin",3,646,"TA","TA","Y",197,80,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
"1391",2851,60,"RL",NA,21533,"Pave",NA,"IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Feedr","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1065,1065,"GasA","Ex","Y","SBrkr",1065,984,0,2049,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1997,"Unf",2,467,"TA","TA","Y",120,48,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal"
"1396",2856,60,"RL",74,8581,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Mn","Unf",0,"Unf",0,851,851,"GasA","Ex","Y","SBrkr",851,886,0,1737,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",2,578,"TA","TA","Y",0,105,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial"
"1397",2857,60,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","SBrkr",784,827,0,1611,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,572,"TA","TA","Y",144,36,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
"1404",2864,60,"RL",90,11060,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1150,1150,"GasA","Ex","Y","SBrkr",1164,1150,0,2314,0,0,2,1,3,1,"Gd",9,"Typ",1,"Ex","BuiltIn",2003,"Fin",2,502,"TA","TA","Y",0,274,0,0,0,0,NA,NA,NA,0,2,2006,"ConLD","Normal"
"1416",2876,70,"RL",43,7000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",7,8,1926,1997,"Gable","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",424,"Unf",0,200,624,"GasA","Ex","Y","SBrkr",743,736,0,1479,1,0,1,0,3,1,"Gd",6,"Typ",2,"Gd","Detchd",1926,"Unf",1,312,"TA","TA","Y",530,0,56,0,0,0,NA,"MnPrv",NA,0,5,2006,"WD","Normal"
"1417",2877,70,"RL",69,4899,"Pave",NA,"Reg","HLS","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",305,"Unf",0,450,755,"GasA","Ex","Y","SBrkr",755,755,0,1510,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Unf",1,216,"TA","TA","Y",0,0,164,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1418",2878,70,"RL",54,9399,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,8,1919,1950,"Gable","CompShg","MetalSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,818,818,"GasA","TA","Y","SBrkr",818,818,0,1636,0,0,1,1,4,1,"Gd",7,"Typ",1,"Gd","Detchd",1919,"Unf",1,288,"Fa","TA","N",0,0,212,0,0,0,NA,NA,NA,0,9,2006,"WD","Abnorml"
"1451",2911,160,"RM",21,1484,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,4,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",252,"Unf",0,294,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1972,"Unf",1,253,"TA","Fa","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
"1453",2913,160,"RM",21,1533,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",408,"Unf",0,138,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,"CarPort",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Abnorml"
"1454",2914,160,"RM",21,1526,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,34,0,0,0,0,NA,"GdPrv",NA,0,6,2006,"WD","Normal"
"1455",2915,160,"RM",21,1936,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,7,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Gd","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
"1456",2916,160,"RM",21,1894,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",252,"Unf",0,294,546,"GasA","TA","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"CarPort",1970,"Unf",1,286,"TA","TA","Y",0,24,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Abnorml"
"1459",2919,60,"RL",74,9627,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",94,"TA","TA","PConc","Gd","TA","Av","LwQ",758,"Unf",0,238,996,"GasA","Ex","Y","SBrkr",996,1004,0,2000,0,0,2,1,3,1,"TA",9,"Typ",1,"TA","Attchd",1993,"Fin",3,650,"TA","TA","Y",190,48,0,0,0,0,NA,NA,NA,0,11,2006,"WD","Normal"
